src,rho,method,layer,kl,relL2
c4,0.5,d,30,0.03945213682949543,0.3166001284122467
c4,0.5,d,31,0.057664840370416644,0.20222887575626372
gsm8k,0.125,a,0,4.04378164944319e-07,0.00046705202374141663
gsm8k,0.125,a,1,0.00038577596365939825,0.02789322044700384
gsm8k,0.125,a,2,0.0039279132522642615,0.1794642388820648
gsm8k,0.125,a,3,0.008054633475840092,0.2046683856844902
gsm8k,0.125,a,4,0.009609118476510048,0.21857187002897263
gsm8k,0.125,a,5,0.012291391734033824,0.2154270276427269
gsm8k,0.125,a,6,0.018690874613821507,0.2173238465189934
gsm8k,0.125,a,7,0.02050058152526617,0.22798465102910995
gsm8k,0.125,a,8,0.024840784706175328,0.23046530336141585
gsm8k,0.125,a,9,0.03171691842377186,0.25467774748802186
gsm8k,0.125,a,10,0.03384704500436783,0.2264830192923546
gsm8k,0.125,a,11,0.035314343422651294,0.26597186625003816
gsm8k,0.125,a,12,0.0381937075406313,0.2501626870036125
gsm8k,0.125,a,13,0.038841520473361014,0.2654030531644821
gsm8k,0.125,a,14,0.04224562287330627,0.27283915579319
gsm8k,0.125,a,15,0.04365940362215042,0.2962755089998245
gsm8k,0.125,a,16,0.036663993149995806,0.25455985248088836
gsm8k,0.125,a,17,0.034886597394943236,0.2960728806257248
gsm8k,0.125,a,18,0.03959345296025276,0.35393297016620634
gsm8k,0.125,a,19,0.03170867189764977,0.30788104474544525
gsm8k,0.125,a,20,0.028600673414766787,0.24934004962444306
gsm8k,0.125,a,21,0.02840544119477272,0.34073064804077147
gsm8k,0.125,a,22,0.04057108387351036,0.33221463084220887
gsm8k,0.125,a,23,0.03652498438954353,0.35514252722263334
gsm8k,0.125,a,24,0.03510212630033493,0.29236390769481657
gsm8k,0.125,a,25,0.048837918937206265,0.40384889841079713
gsm8k,0.125,a,26,0.043118491545319555,0.28422447204589846
gsm8k,0.125,a,27,0.03933349274098873,0.38014003753662107
gsm8k,0.125,a,28,0.04185707673430443,0.2997542005777359
gsm8k,0.125,a,29,0.04207234047353268,0.24751199692487716
gsm8k,0.125,a,30,0.03446842484176159,0.31186616837978365
gsm8k,0.125,a,31,0.06457039073109627,0.37572991609573364
gsm8k,0.125,b,0,0.06981283992528915,0.36828123807907104
gsm8k,0.125,b,1,0.12918403416872024,0.5157366263866424
gsm8k,0.125,b,2,0.05368702195584774,0.640366575717926
gsm8k,0.125,b,3,0.07841841265559196,0.6169184637069702
gsm8k,0.125,b,4,0.07197900533676148,0.6791960692405701
gsm8k,0.125,b,5,0.09523557379841804,0.60470059633255
gsm8k,0.125,b,6,0.18102451801300048,0.6933725774288177
gsm8k,0.125,b,7,0.21626884162425994,0.7344947195053101
gsm8k,0.125,b,8,0.19919126451015473,0.69021235704422
gsm8k,0.125,b,9,0.24119915276765824,0.6957661008834839
gsm8k,0.125,b,10,0.31352138936519625,0.7092964792251587
gsm8k,0.125,b,11,0.280829239487648,0.6968254113197326
gsm8k,0.125,b,12,0.3237683129310608,0.7281264972686767
gsm8k,0.125,b,13,0.3107136929035187,0.7203682434558868
gsm8k,0.125,b,14,0.3548859506845474,0.6826148974895477
gsm8k,0.125,b,15,0.28211341857910155,0.6960546445846557
gsm8k,0.125,b,16,0.31820802092552186,0.67072603225708
gsm8k,0.125,b,17,0.2706825393438339,0.7097639381885529
gsm8k,0.125,b,18,0.20996760964393615,0.7149859488010406
gsm8k,0.125,b,19,0.22822928458452224,0.7286489129066467
gsm8k,0.125,b,20,0.175198078751564,0.6176219081878662
gsm8k,0.125,b,21,0.1548468491435051,0.7031349611282348
gsm8k,0.125,b,22,0.2224390211701393,0.7729214143753051
gsm8k,0.125,b,23,0.16393304288387298,0.7235348844528198
gsm8k,0.125,b,24,0.166893048286438,0.6037533187866211
gsm8k,0.125,b,25,0.2009733071923256,0.7887526655197143
gsm8k,0.125,b,26,0.19378432810306548,0.5704297614097595
gsm8k,0.125,b,27,0.1387685278058052,0.7145610547065735
gsm8k,0.125,b,28,0.1505689924955368,0.6032064318656921
gsm8k,0.125,b,29,0.2168388184905052,0.5710582542419433
gsm8k,0.125,b,30,0.17509932696819305,0.6656344771385193
gsm8k,0.125,b,31,0.29264104425907134,0.6587521624565125
gsm8k,0.125,bp,0,0.07558106213808059,0.37283421993255617
gsm8k,0.125,bp,1,0.15719894409179688,0.6152745962142945
gsm8k,0.125,bp,2,0.05930496476590633,0.6713129603862762
gsm8k,0.125,bp,3,0.10302001848816872,0.6731486904621125
gsm8k,0.125,bp,4,0.0860318748652935,0.7097338962554932
gsm8k,0.125,bp,5,0.1132373271882534,0.6512786948680878
gsm8k,0.125,bp,6,0.34638272762298583,0.8513476836681366
gsm8k,0.125,bp,7,0.3634810668230057,0.8299858629703522
gsm8k,0.125,bp,8,0.3044284850358963,0.7901034498214722
gsm8k,0.125,bp,9,0.33672746777534485,0.7803965401649475
gsm8k,0.125,bp,10,0.43636135339736937,0.7977215003967285
gsm8k,0.125,bp,11,0.5568403208255768,0.8452791011333466
gsm8k,0.125,bp,12,0.5279215776920319,0.8474458312988281
gsm8k,0.125,bp,13,0.434977690577507,0.7942364227771759
gsm8k,0.125,bp,14,0.6654770481586456,0.8429375648498535
gsm8k,0.125,bp,15,0.3964568483829498,0.7746334969997406
gsm8k,0.125,bp,16,0.5026231437921524,0.7905090951919556
gsm8k,0.125,bp,17,0.4106179803609848,0.8345984387397766
gsm8k,0.125,bp,18,0.3093005883693695,0.8095266342163085
gsm8k,0.125,bp,19,0.3223177856206894,0.8141003346443176
gsm8k,0.125,bp,20,0.26455538988113403,0.7224127197265625
gsm8k,0.125,bp,21,0.2300251281261444,0.8134364867210389
gsm8k,0.125,bp,22,0.2742210841178894,0.8268878674507141
gsm8k,0.125,bp,23,0.20610473811626434,0.7702927589416504
gsm8k,0.125,bp,24,0.25551800191402435,0.7240305364131927
gsm8k,0.125,bp,25,0.2995786714553833,0.867303593158722
gsm8k,0.125,bp,26,0.2626980632543564,0.6556530940532684
gsm8k,0.125,bp,27,0.15464218437671662,0.7555888664722442
gsm8k,0.125,bp,28,0.19632413178682329,0.6751712465286255
gsm8k,0.125,bp,29,0.30861746191978456,0.6642902421951294
gsm8k,0.125,bp,30,0.1979459697008133,0.6869819223880768
gsm8k,0.125,bp,31,0.35084475874900817,0.8208412504196168
gsm8k,0.125,c,0,0.04742727980017662,0.24427496254444123
gsm8k,0.125,c,1,0.08358080416917801,0.4303790384531021
gsm8k,0.125,c,2,0.043345401585102084,0.5942112159729004
gsm8k,0.125,c,3,0.06620467215776443,0.5805618023872375
gsm8k,0.125,c,4,0.05926881514489651,0.6245800197124481
gsm8k,0.125,c,5,0.07817615181207657,0.5616874182224274
gsm8k,0.125,c,6,0.15877126693725585,0.6584279775619507
gsm8k,0.125,c,7,0.1873497462272644,0.7097353398799896
gsm8k,0.125,c,8,0.17387777626514433,0.6659451949596406
gsm8k,0.125,c,9,0.2053139853477478,0.6457539653778076
gsm8k,0.125,c,10,0.25316719770431517,0.6593268191814423
gsm8k,0.125,c,11,0.2422184678912163,0.6633436262607575
gsm8k,0.125,c,12,0.27405946373939516,0.6807196581363678
gsm8k,0.125,c,13,0.2734271675348282,0.6918770813941956
gsm8k,0.125,c,14,0.3024413293600082,0.6364004051685334
gsm8k,0.125,c,15,0.25172325313091276,0.6756145524978637
gsm8k,0.125,c,16,0.27442652463912964,0.6357006764411927
gsm8k,0.125,c,17,0.25172965735197067,0.6867245578765869
gsm8k,0.125,c,18,0.18687273740768431,0.6792754125595093
gsm8k,0.125,c,19,0.2015984132885933,0.6948208808898926
gsm8k,0.125,c,20,0.15676912248134614,0.5795595133304596
gsm8k,0.125,c,21,0.14866325736045838,0.7033712255954743
gsm8k,0.125,c,22,0.2007986795902252,0.7343997430801391
gsm8k,0.125,c,23,0.15025589376688003,0.695521410703659
gsm8k,0.125,c,24,0.15300676822662354,0.5714534378051758
gsm8k,0.125,c,25,0.17376167833805084,0.7387649536132812
gsm8k,0.125,c,26,0.17224868774414062,0.5412965226173401
gsm8k,0.125,c,27,0.12764624267816543,0.6908272314071655
gsm8k,0.125,c,28,0.14906736373901366,0.598398152589798
gsm8k,0.125,c,29,0.201629681289196,0.5864425730705262
gsm8k,0.125,c,30,0.15864703565835953,0.638081306219101
gsm8k,0.125,c,31,0.26439107418060304,0.6331270098686218
gsm8k,0.125,d,0,0.011507926695048808,0.0742496408522129
gsm8k,0.125,d,1,0.03362655892968178,0.2939362370967865
gsm8k,0.125,d,2,0.02199687134474516,0.44831464529037474
gsm8k,0.125,d,3,0.03662831030786037,0.44680764734745027
gsm8k,0.125,d,4,0.029314514845609665,0.4338317161798477
gsm8k,0.125,d,5,0.04234816260635853,0.41631229877471926
gsm8k,0.125,d,6,0.07569625705480576,0.48261308193206787
gsm8k,0.125,d,7,0.07811462894082069,0.4918675476312637
gsm8k,0.125,d,8,0.08633220583200454,0.4828042203187943
gsm8k,0.125,d,9,0.10361312195658684,0.4804337954521179
gsm8k,0.125,d,10,0.13226828068494798,0.5507470321655273
gsm8k,0.125,d,11,0.10742233887314796,0.4597145909070969
gsm8k,0.125,d,12,0.13339575469493867,0.5022686016559601
gsm8k,0.125,d,13,0.14109400570392608,0.524546024799347
gsm8k,0.125,d,14,0.14595820844173432,0.4680598986148834
gsm8k,0.125,d,15,0.12851010084152223,0.5106912052631378
gsm8k,0.125,d,16,0.12920438766479492,0.46970545589923857
gsm8k,0.125,d,17,0.11715426713228226,0.5304596745967864
gsm8k,0.125,d,18,0.1079557429254055,0.5723354053497315
gsm8k,0.125,d,19,0.10659335255622863,0.547294933795929
gsm8k,0.125,d,20,0.08421143621206284,0.42666710197925567
gsm8k,0.125,d,21,0.08862770169973373,0.5704185616970062
gsm8k,0.125,d,22,0.11862943008542061,0.5720647847652436
gsm8k,0.125,d,23,0.10091411277651786,0.6048920321464538
gsm8k,0.125,d,24,0.09387316897511483,0.47647839069366454
gsm8k,0.125,d,25,0.12006502628326415,0.6549466896057129
gsm8k,0.125,d,26,0.10085035726428032,0.438248935341835
gsm8k,0.125,d,27,0.0968630675971508,0.6402746200561523
gsm8k,0.125,d,28,0.09874120712280274,0.5208036983013153
gsm8k,0.125,d,29,0.11450620859861374,0.43518523454666136
gsm8k,0.125,d,30,0.11266942739486695,0.5941662490367889
gsm8k,0.125,d,31,0.16351126044988631,0.4547393155097961
gsm8k,0.25,a,0,7.112573896961294e-08,0.00026232591539155693
gsm8k,0.25,a,1,2.177874994231388e-05,0.006081724697723985
gsm8k,0.25,a,2,0.001313935392536223,0.09239604264497757
gsm8k,0.25,a,3,0.0037187147280201317,0.12880153745412826
gsm8k,0.25,a,4,0.00474791532382369,0.15496214598417282
gsm8k,0.25,a,5,0.0066963895037770275,0.1617513218522072
gsm8k,0.25,a,6,0.009965410418808461,0.16689752101898192
gsm8k,0.25,a,7,0.011816382613033057,0.17901908189058305
gsm8k,0.25,a,8,0.012978367023169995,0.17723857164382933
gsm8k,0.25,a,9,0.016802964359521867,0.1788485425710678
gsm8k,0.25,a,10,0.01789909727871418,0.16843731671571732
gsm8k,0.25,a,11,0.01809554945677519,0.20129377722740174
gsm8k,0.25,a,12,0.018733619935810564,0.17322578966617586
gsm8k,0.25,a,13,0.01820670548826456,0.17406363159418106
gsm8k,0.25,a,14,0.021954494304955007,0.1973283728957176
gsm8k,0.25,a,15,0.02444107037037611,0.2193879222869873
gsm8k,0.25,a,16,0.01946913816034794,0.17739804059267045
gsm8k,0.25,a,17,0.01817237339913845,0.20373988389968872
gsm8k,0.25,a,18,0.020799268931150437,0.23068301498889923
gsm8k,0.25,a,19,0.016784997209906578,0.21254390478134155
gsm8k,0.25,a,20,0.016271981000900267,0.17782753080129624
gsm8k,0.25,a,21,0.013596337139606476,0.21093677550554277
gsm8k,0.25,a,22,0.022271377965807915,0.23547928482294084
gsm8k,0.25,a,23,0.019589018039405347,0.23200037389993666
gsm8k,0.25,a,24,0.019316226430237293,0.20360769391059874
gsm8k,0.25,a,25,0.028852978274226188,0.2882312458753586
gsm8k,0.25,a,26,0.02567140355706215,0.20647849768400192
gsm8k,0.25,a,27,0.02298877403140068,0.25875515878200533
gsm8k,0.25,a,28,0.025186478309333325,0.2057614654302597
gsm8k,0.25,a,29,0.022416675351560115,0.16556794941425323
gsm8k,0.25,a,30,0.01772342383861542,0.18186861753463746
gsm8k,0.25,a,31,0.03573342628777027,0.2397094890475273
gsm8k,0.25,b,0,0.03109480705112219,0.20342408061027528
gsm8k,0.25,b,1,0.059556325748562816,0.3364870101213455
gsm8k,0.25,b,2,0.029816665202379227,0.5008420419692993
gsm8k,0.25,b,3,0.036421594247221946,0.45545380413532255
gsm8k,0.25,b,4,0.0399697133153677,0.531280311346054
gsm8k,0.25,b,5,0.05192956730723381,0.46502685546875
gsm8k,0.25,b,6,0.07763161420822144,0.4724482899904251
gsm8k,0.25,b,7,0.09672813579440116,0.5472058975696563
gsm8k,0.25,b,8,0.10252239063382149,0.5352661573886871
gsm8k,0.25,b,9,0.13193876028060914,0.5427655172348023
gsm8k,0.25,b,10,0.1817466777563095,0.5911985754966735
gsm8k,0.25,b,11,0.13188263416290283,0.525959644317627
gsm8k,0.25,b,12,0.16659514129161834,0.5578836905956268
gsm8k,0.25,b,13,0.17684302270412444,0.5925596117973327
gsm8k,0.25,b,14,0.1840196368098259,0.5205413365364074
gsm8k,0.25,b,15,0.1650020319223404,0.5655541670322418
gsm8k,0.25,b,16,0.1646261966228485,0.5041201102733612
gsm8k,0.25,b,17,0.15052884817123413,0.5689745199680328
gsm8k,0.25,b,18,0.1303037327528,0.602386200428009
gsm8k,0.25,b,19,0.1279009735584259,0.5899854242801666
gsm8k,0.25,b,20,0.10052709057927131,0.47113422214984896
gsm8k,0.25,b,21,0.09312687784433366,0.5773282468318939
gsm8k,0.25,b,22,0.13626864343881606,0.6413057589530945
gsm8k,0.25,b,23,0.09826676577329635,0.5964539110660553
gsm8k,0.25,b,24,0.10586536884307861,0.494739351272583
gsm8k,0.25,b,25,0.11203712433576583,0.6323187053203583
gsm8k,0.25,b,26,0.11041422173380852,0.4439614659547806
gsm8k,0.25,b,27,0.09147130638360977,0.6181719124317169
gsm8k,0.25,b,28,0.09929750487208366,0.49921323120594024
gsm8k,0.25,b,29,0.12965973645448683,0.46049940943717954
gsm8k,0.25,b,30,0.12063607305288315,0.594426519870758
gsm8k,0.25,b,31,0.18758909910917282,0.46064998388290407
gsm8k,0.25,bp,0,0.03399883061647415,0.20493773519992828
gsm8k,0.25,bp,1,0.07594747066497803,0.3796833598613739
gsm8k,0.25,bp,2,0.03750820130109787,0.5529989182949067
gsm8k,0.25,bp,3,0.05582767352461815,0.542145643234253
gsm8k,0.25,bp,4,0.05260664671659469,0.6001149237155914
gsm8k,0.25,bp,5,0.0678636021912098,0.5323007154464722
gsm8k,0.25,bp,6,0.15298713505268097,0.6556390333175659
gsm8k,0.25,bp,7,0.18265019983053207,0.7056481575965882
gsm8k,0.25,bp,8,0.1618015742301941,0.6329207682609558
gsm8k,0.25,bp,9,0.18787437945604324,0.6375144171714783
gsm8k,0.25,bp,10,0.24917335271835328,0.6679212832450867
gsm8k,0.25,bp,11,0.28678096294403077,0.704556804895401
gsm8k,0.25,bp,12,0.31379015386104586,0.7211628413200378
gsm8k,0.25,bp,13,0.2616943150758743,0.6773067092895508
gsm8k,0.25,bp,14,0.3838430994749069,0.703655811548233
gsm8k,0.25,bp,15,0.2304005181789398,0.6521401751041412
gsm8k,0.25,bp,16,0.28512789487838747,0.6519170069694519
gsm8k,0.25,bp,17,0.24298158347606658,0.7028950071334839
gsm8k,0.25,bp,18,0.17524365782737733,0.6707177686691285
gsm8k,0.25,bp,19,0.20129620969295503,0.7044719326496124
gsm8k,0.25,bp,20,0.15597920775413512,0.6003509843349457
gsm8k,0.25,bp,21,0.1367302930355072,0.6820938241481781
gsm8k,0.25,bp,22,0.19156169772148132,0.7480637860298157
gsm8k,0.25,bp,23,0.12722497552633286,0.645214079618454
gsm8k,0.25,bp,24,0.15135182648897172,0.611576075553894
gsm8k,0.25,bp,25,0.18964630603790283,0.7844424486160279
gsm8k,0.25,bp,26,0.16853030145168305,0.543087512254715
gsm8k,0.25,bp,27,0.10186017736792564,0.6358631670475006
gsm8k,0.25,bp,28,0.11905291736125946,0.5285940527915954
gsm8k,0.25,bp,29,0.1918022710084915,0.5454677462577819
gsm8k,0.25,bp,30,0.13175883054733276,0.5997087728977203
gsm8k,0.25,bp,31,0.23763433277606963,0.5865974247455596
gsm8k,0.25,c,0,0.01675150226801634,0.12256374940276146
gsm8k,0.25,c,1,0.03872085951268673,0.2892462503910065
gsm8k,0.25,c,2,0.022570000141859056,0.4472681701183319
gsm8k,0.25,c,3,0.03053323309868574,0.4177756881713867
gsm8k,0.25,c,4,0.03170433357357979,0.47151239693164826
gsm8k,0.25,c,5,0.042088917195796965,0.42545598149299624
gsm8k,0.25,c,6,0.06877229318022728,0.44825164675712587
gsm8k,0.25,c,7,0.08073364794254304,0.5020358157157898
gsm8k,0.25,c,8,0.08831069201231002,0.4992381477355957
gsm8k,0.25,c,9,0.10711415246129036,0.486964048743248
gsm8k,0.25,c,10,0.14352481126785277,0.5374746310710907
gsm8k,0.25,c,11,0.11118783146142959,0.48402213215827944
gsm8k,0.25,c,12,0.14221214443445207,0.5253029537200927
gsm8k,0.25,c,13,0.15427696615457534,0.5580412077903748
gsm8k,0.25,c,14,0.15533988565206527,0.48057338654994963
gsm8k,0.25,c,15,0.14462102741003036,0.5437046241760254
gsm8k,0.25,c,16,0.14022162795066834,0.4730639791488647
gsm8k,0.25,c,17,0.1423858481645584,0.5425371074676514
gsm8k,0.25,c,18,0.11251606062054634,0.5720036101341247
gsm8k,0.25,c,19,0.11378435045480728,0.5606502294540405
gsm8k,0.25,c,20,0.0899321635067463,0.44093909800052644
gsm8k,0.25,c,21,0.0913362193107605,0.5861850643157959
gsm8k,0.25,c,22,0.12984261751174928,0.6304086327552796
gsm8k,0.25,c,23,0.0952639091014862,0.5853916180133819
gsm8k,0.25,c,24,0.09362479627132415,0.47046905517578125
gsm8k,0.25,c,25,0.11020150765776635,0.618129950761795
gsm8k,0.25,c,26,0.10546075969934464,0.4494568336009979
gsm8k,0.25,c,27,0.08603420212864876,0.6117940497398376
gsm8k,0.25,c,28,0.09511969715356827,0.4882964241504669
gsm8k,0.25,c,29,0.1229807023704052,0.47963977098464966
gsm8k,0.25,c,30,0.11028619647026063,0.5862909984588623
gsm8k,0.25,c,31,0.16873527467250823,0.44264673829078677
gsm8k,0.25,d,0,0.0027675882913172243,0.03710870735347271
gsm8k,0.25,d,1,0.011532012987881899,0.15460681170225143
gsm8k,0.25,d,2,0.011856261827051639,0.31972001075744627
gsm8k,0.25,d,3,0.019902901872992516,0.32924576818943024
gsm8k,0.25,d,4,0.017185350470244883,0.3224314522743225
gsm8k,0.25,d,5,0.024686394035816194,0.31978769063949586
gsm8k,0.25,d,6,0.03873322904109955,0.32555775821208954
gsm8k,0.25,d,7,0.04109144628047943,0.35116070866584775
gsm8k,0.25,d,8,0.05055943317711353,0.3624925655126572
gsm8k,0.25,d,9,0.06266065128147602,0.37393202364444733
gsm8k,0.25,d,10,0.0787979856133461,0.4327448570728302
gsm8k,0.25,d,11,0.06451054126024246,0.3676895993947983
gsm8k,0.25,d,12,0.08073684856295586,0.38971218407154085
gsm8k,0.25,d,13,0.08780330061912536,0.4209239810705185
gsm8k,0.25,d,14,0.09258804932236671,0.3800268870592117
gsm8k,0.25,d,15,0.08087747663259506,0.41052021145820616
gsm8k,0.25,d,16,0.0738205710053444,0.36044781148433686
gsm8k,0.25,d,17,0.07178713381290436,0.4327371126413345
gsm8k,0.25,d,18,0.06939715519547462,0.46610765635967255
gsm8k,0.25,d,19,0.0644044779241085,0.44139748334884643
gsm8k,0.25,d,20,0.05459773063659668,0.35444406151771546
gsm8k,0.25,d,21,0.05550190761685372,0.47487361073493956
gsm8k,0.25,d,22,0.07490219652652741,0.46107219755649564
gsm8k,0.25,d,23,0.06695846676826477,0.5017430460453034
gsm8k,0.25,d,24,0.06472949594259263,0.41554197430610657
gsm8k,0.25,d,25,0.0871419507265091,0.5727747714519501
gsm8k,0.25,d,26,0.07065633922815323,0.3687929618358612
gsm8k,0.25,d,27,0.0695069471001625,0.5569336652755738
gsm8k,0.25,d,28,0.0686582626402378,0.42144102692604063
gsm8k,0.25,d,29,0.08034158349037171,0.38293109714984896
gsm8k,0.25,d,30,0.08053226813673973,0.5246055972576141
gsm8k,0.25,d,31,0.11382455468177795,0.38859549701213836
gsm8k,0.5,a,0,2.0919841112743143e-08,0.00019160296622430906
gsm8k,0.5,a,1,6.311801973879483e-07,0.0009090362745337188
gsm8k,0.5,a,2,5.594702044618316e-05,0.018591003306210042
gsm8k,0.5,a,3,0.0008418271644040942,0.05356781765818596
gsm8k,0.5,a,4,0.0008946608426049352,0.06990933552384376
gsm8k,0.5,a,5,0.0018418237613514066,0.0890182788670063
gsm8k,0.5,a,6,0.0029404952703043817,0.09699092254042625
gsm8k,0.5,a,7,0.0037907672626897693,0.11432588800787925
gsm8k,0.5,a,8,0.004197943983599544,0.12666813969612123
gsm8k,0.5,a,9,0.005870123459026218,0.11035038039088249
gsm8k,0.5,a,10,0.005180249530822039,0.0972511386871338
gsm8k,0.5,a,11,0.005404096767306328,0.12046457558870316
gsm8k,0.5,a,12,0.005634162854403257,0.09627781793475151
gsm8k,0.5,a,13,0.005874575916677714,0.09847306281328201
gsm8k,0.5,a,14,0.00707000894472003,0.11312312498688698
gsm8k,0.5,a,15,0.00876024665310979,0.1332717329263687
gsm8k,0.5,a,16,0.006564831715077162,0.10703791782259942
gsm8k,0.5,a,17,0.006867586188018322,0.12770370483398438
gsm8k,0.5,a,18,0.008879182953387499,0.1478007072210312
gsm8k,0.5,a,19,0.006843746472150088,0.14619263410568237
gsm8k,0.5,a,20,0.006628607418388128,0.11716562762856483
gsm8k,0.5,a,21,0.005178291592746973,0.11980522558093071
gsm8k,0.5,a,22,0.010165466833859682,0.16378185629844666
gsm8k,0.5,a,23,0.00863614683970809,0.15477112472057342
gsm8k,0.5,a,24,0.007244354644790292,0.11772061765193939
gsm8k,0.5,a,25,0.012469810992479324,0.17218203455209732
gsm8k,0.5,a,26,0.011495234407484532,0.13242098033428193
gsm8k,0.5,a,27,0.010980505961924791,0.17586180180311203
gsm8k,0.5,a,28,0.011716088857501744,0.13364585548639296
gsm8k,0.5,a,29,0.008409681040793657,0.10006713300943375
gsm8k,0.5,a,30,0.007050610948354006,0.10060733452439308
gsm8k,0.5,a,31,0.005107777873054147,0.047123513892292974
gsm8k,0.5,b,0,0.005275065936148167,0.0631904748082161
gsm8k,0.5,b,1,0.014688572436571122,0.20803692638874055
gsm8k,0.5,b,2,0.00888074416667223,0.2628242510557175
gsm8k,0.5,b,3,0.013257601652294398,0.2682814311981201
gsm8k,0.5,b,4,0.015522115360945464,0.32248566329479217
gsm8k,0.5,b,5,0.019180277846753597,0.27852086365222933
gsm8k,0.5,b,6,0.02241095371544361,0.24981767803430557
gsm8k,0.5,b,7,0.026363918147981166,0.2968512547016144
gsm8k,0.5,b,8,0.035725052580237386,0.3307951927185059
gsm8k,0.5,b,9,0.04697101131081581,0.35633213579654693
gsm8k,0.5,b,10,0.06767837390303612,0.4087942612171173
gsm8k,0.5,b,11,0.03769600860774517,0.29530409872531893
gsm8k,0.5,b,12,0.05589801050722599,0.3344618946313858
gsm8k,0.5,b,13,0.066436178535223,0.39568892419338225
gsm8k,0.5,b,14,0.06654828801751136,0.34198047876358034
gsm8k,0.5,b,15,0.06048372022807598,0.3631999027729034
gsm8k,0.5,b,16,0.053148407265543936,0.3034400027990341
gsm8k,0.5,b,17,0.0520450522005558,0.38350308358669283
gsm8k,0.5,b,18,0.048255126401782034,0.3944858545064926
gsm8k,0.5,b,19,0.04447208404541016,0.38002507865428925
gsm8k,0.5,b,20,0.03446714721620083,0.2982574164867401
gsm8k,0.5,b,21,0.0279123517498374,0.34201828718185423
gsm8k,0.5,b,22,0.051526792794466016,0.4213043624162674
gsm8k,0.5,b,23,0.04190612494945526,0.41708575546741483
gsm8k,0.5,b,24,0.0452755456417799,0.37116747558116914
gsm8k,0.5,b,25,0.0401529660820961,0.36582130908966065
gsm8k,0.5,b,26,0.04515889935195446,0.3060435730218887
gsm8k,0.5,b,27,0.04063474826514721,0.45482399106025695
gsm8k,0.5,b,28,0.04031708419322968,0.318929061293602
gsm8k,0.5,b,29,0.05353154264390469,0.330572350025177
gsm8k,0.5,b,30,0.062007656469941136,0.4635078793764114
gsm8k,0.5,b,31,0.08127045899629592,0.2727240639925003
gsm8k,0.5,bp,0,0.006382372798398137,0.07623101130127907
gsm8k,0.5,bp,1,0.02233769662678242,0.22316387563943862
gsm8k,0.5,bp,2,0.015488761197775602,0.366408543586731
gsm8k,0.5,bp,3,0.02075427919626236,0.35314531028270724
gsm8k,0.5,bp,4,0.023010906800627708,0.40945217967033387
gsm8k,0.5,bp,5,0.028635211922228336,0.351855029463768
gsm8k,0.5,bp,6,0.04914993040263653,0.38246494889259336
gsm8k,0.5,bp,7,0.05635941907763481,0.43936386466026306
gsm8k,0.5,bp,8,0.05937963351607323,0.41173048615455626
gsm8k,0.5,bp,9,0.07690625831484794,0.4396562123298645
gsm8k,0.5,bp,10,0.10429043918848038,0.46681669652462005
gsm8k,0.5,bp,11,0.09823568373918533,0.46636861085891723
gsm8k,0.5,bp,12,0.11361159205436706,0.46326965928077696
gsm8k,0.5,bp,13,0.11238384380936622,0.48162156343460083
gsm8k,0.5,bp,14,0.13497842401266097,0.4644945651292801
gsm8k,0.5,bp,15,0.09771909326314926,0.45296466588974
gsm8k,0.5,bp,16,0.1024140091240406,0.4078755390644073
gsm8k,0.5,bp,17,0.09116553708910942,0.45268054485321046
gsm8k,0.5,bp,18,0.07217136770486832,0.471829052567482
gsm8k,0.5,bp,19,0.07814370825886727,0.4775639140605927
gsm8k,0.5,bp,20,0.06661745563149452,0.4078418976068497
gsm8k,0.5,bp,21,0.05346907362341881,0.4554808706045151
gsm8k,0.5,bp,22,0.08879096731543541,0.5490093398094177
gsm8k,0.5,bp,23,0.0510187803208828,0.4302267497777939
gsm8k,0.5,bp,24,0.0694997338950634,0.4444961428642273
gsm8k,0.5,bp,25,0.08222700178623199,0.5812184226512909
gsm8k,0.5,bp,26,0.0776284670829773,0.3892827707529068
gsm8k,0.5,bp,27,0.04831137500703335,0.44293133735656737
gsm8k,0.5,bp,28,0.06483085438609124,0.3791491633653641
gsm8k,0.5,bp,29,0.09378459244966507,0.4048969656229019
gsm8k,0.5,bp,30,0.07429690703749657,0.4836461818218231
gsm8k,0.5,bp,31,0.12226311475038529,0.36735077857971193
gsm8k,0.5,c,0,0.002767314347438514,0.04545135945081711
gsm8k,0.5,c,1,0.009266105331480503,0.13496866822242737
gsm8k,0.5,c,2,0.007450216291472316,0.23500168293714524
gsm8k,0.5,c,3,0.0120060158893466,0.2567552345991135
gsm8k,0.5,c,4,0.012859470341354609,0.29931716024875643
gsm8k,0.5,c,5,0.01654551800340414,0.2539831435680389
gsm8k,0.5,c,6,0.020626311637461186,0.22878102481365203
gsm8k,0.5,c,7,0.024512305222451687,0.27973119378089906
gsm8k,0.5,c,8,0.03226608633995056,0.31343857169151307
gsm8k,0.5,c,9,0.03989386141300202,0.31366935253143313
gsm8k,0.5,c,10,0.054072433635592464,0.35217432320117953
gsm8k,0.5,c,11,0.03249788150191307,0.2760884869098663
gsm8k,0.5,c,12,0.05178857184946537,0.31348427057266237
gsm8k,0.5,c,13,0.05679240480065346,0.35518902361392973
gsm8k,0.5,c,14,0.057248245254158975,0.3150774109363556
gsm8k,0.5,c,15,0.05687993623316288,0.3484685730934143
