src,rho,method,layer,kl,relL2
gsm8k,0.5,c,16,0.044562583938241,0.2759279555082321
gsm8k,0.5,c,17,0.05005965292453766,0.3554845577478409
gsm8k,0.5,c,18,0.04179163098335266,0.35731481194496156
gsm8k,0.5,c,19,0.04164567157626152,0.36198738574981687
gsm8k,0.5,c,20,0.03135145779699087,0.27865721106529234
gsm8k,0.5,c,21,0.0277609446644783,0.32571268677711485
gsm8k,0.5,c,22,0.050271567329764365,0.42670596539974215
gsm8k,0.5,c,23,0.040500077307224276,0.39598382771015167
gsm8k,0.5,c,24,0.039386316537857055,0.3467509514093399
gsm8k,0.5,c,25,0.04759481705725193,0.42722188591957094
gsm8k,0.5,c,26,0.04217525184154511,0.2960853672027588
gsm8k,0.5,c,27,0.04064922250807285,0.44853756606578826
gsm8k,0.5,c,28,0.042985619604587556,0.3281801265478134
gsm8k,0.5,c,29,0.05574856758117676,0.3536255520582199
gsm8k,0.5,c,30,0.05516402810811996,0.4689737403392792
gsm8k,0.5,c,31,0.08385310366749764,0.2863911998271942
gsm8k,0.5,d,0,0.00016570966661674902,0.009630097579210996
gsm8k,0.5,d,1,0.0019195797573775054,0.04960766762495041
gsm8k,0.5,d,2,0.004644725602120161,0.17231421560049057
gsm8k,0.5,d,3,0.008691421076655388,0.2187083202600479
gsm8k,0.5,d,4,0.008364368882030248,0.2130051177740097
gsm8k,0.5,d,5,0.011911467108875513,0.2093673652410507
gsm8k,0.5,d,6,0.016458519697189332,0.19895962834358216
gsm8k,0.5,d,7,0.01866893012076616,0.2273709234595299
gsm8k,0.5,d,8,0.022233716137707235,0.2366458535194397
gsm8k,0.5,d,9,0.029850576408207416,0.25225139915943146
gsm8k,0.5,d,10,0.03293891534209251,0.23775715202093126
gsm8k,0.5,d,11,0.029266108684241773,0.24365223646163942
gsm8k,0.5,d,12,0.03632635846734047,0.23672389030456542
gsm8k,0.5,d,13,0.03810427263379097,0.2530649048089981
gsm8k,0.5,d,14,0.04321304306387901,0.26326580345630646
gsm8k,0.5,d,15,0.04176337167620659,0.2814602655172348
gsm8k,0.5,d,16,0.033717305436730384,0.22644948244094848
gsm8k,0.5,d,17,0.03283583030104637,0.27410234928131105
gsm8k,0.5,d,18,0.03208566322922707,0.27875874280929563
gsm8k,0.5,d,19,0.03081759709864855,0.29948560893535614
gsm8k,0.5,d,20,0.0277333527430892,0.23623805075883866
gsm8k,0.5,d,21,0.023033452965319157,0.26984509348869323
gsm8k,0.5,d,22,0.04017635844647884,0.3224903619289398
gsm8k,0.5,d,23,0.03146618887782097,0.30765053153038024
gsm8k,0.5,d,24,0.03155546851456165,0.282650351524353
gsm8k,0.5,d,25,0.05096670500934124,0.4329531043767929
gsm8k,0.5,d,26,0.03947117768228054,0.2667276781797409
gsm8k,0.5,d,27,0.040362775549292566,0.4116291487216949
gsm8k,0.5,d,28,0.039872433096170425,0.3039768588542938
gsm8k,0.5,d,29,0.041791020780801776,0.25166483253240585
gsm8k,0.5,d,30,0.040076016187667846,0.3720149302482605
gsm8k,0.5,d,31,0.05944020077586174,0.24828831672668458
