layer,head,mean_gap,p99,p999,cum4,cum8,cum16,cum32
3,5,1750.983444326342,6,18,0.9809438823493521,0.9957050691323621,0.9987981011118056,0.9999452147967501
3,6,1664.031808143011,6,23,0.9855885949727966,0.9932596649140676,0.9973827147856186,0.9998489680212097
3,7,1838.7336786962414,12,32,0.9672913887900362,0.9839935841930247,0.9940071250159838,0.9990458804473349
3,8,1745.1786217508802,3,18,0.9937676304515963,0.996896676147041,0.9987354418828762,0.9998747290025717
3,9,1621.3098977709474,4,18,0.9911831469414447,0.9970838035091463,0.9988670823408379,0.999911336974101
3,10,1834.7075539177354,10,22,0.9635995056853327,0.9852365394658643,0.9977424686927316,0.999881030180496
3,11,1732.525607098328,7,16,0.9793200840343912,0.9941214088480531,0.9991332013921992,0.9999446583652715
3,12,1827.5625913202837,9,22,0.968377113361045,0.989637333095586,0.9973247096953295,0.9998814713796208
3,13,1836.6139846737979,9,21,0.9595257225359352,0.9883581929016485,0.9980098826967597,0.9999270682652704
3,14,1783.1585621774882,8,20,0.9701636872702067,0.99052936421178,0.998484576670755,0.9998760667867572
3,15,1800.1288976155133,10,22,0.9614146821076194,0.9866698704900546,0.9978596203454486,0.9998807266144446
3,16,1767.5004768411743,9,19,0.9599249173076863,0.9886859733896235,0.9985358289583429,0.9999287333086098
3,17,1640.5367036182843,3,16,0.9937769929970799,0.9971255085865833,0.99904792008558,0.9999328781318345
3,18,1766.6673258398798,7,21,0.9779727257320775,0.9929256342922259,0.9980897282562076,0.99991063322878
3,19,1789.7791528347925,8,19,0.9803484166796529,0.9921671532851294,0.9986510534839734,0.9998908368779406
3,20,1785.5953227007808,6,13,0.9848069002875135,0.9956789981276558,0.9993719179767104,0.9999656144826773
3,21,1627.8377243829395,5,21,0.9898571688049735,0.9950499834950502,0.9981717953095581,0.9998738916659914
3,22,1740.170995843955,9,17,0.9618221823767262,0.9886092815576131,0.9989949625820248,0.9999289527243516
3,23,1847.1340204084586,6,18,0.9837736411848554,0.993962008338929,0.9987071472309392,0.9999370600379067
3,24,1826.9483152769778,7,19,0.9794899747709727,0.9927562628029947,0.9984144584026664,0.9999226292534272
3,25,1682.5898547043075,4,18,0.9923906255663836,0.9969751056705081,0.9987614053084222,0.9998740652629262
3,26,1499.5344412742263,19,33,0.9466593965734605,0.9706977424571639,0.9874342650801493,0.9987464688156421
3,27,1595.4903213031648,4,15,0.9940530389213683,0.9976973986772013,0.9991459062855723,0.9999382126042857
3,28,1713.8984263764737,7,26,0.9841795502685989,0.9914786563517786,0.9963953064111382,0.9996805926606799
3,29,1770.4329105832635,4,17,0.9904275336065258,0.9971415075737301,0.9989043581708583,0.9999488002493223
3,30,1747.3119947658804,7,19,0.9763386017767053,0.9939500769775537,0.9986644560815505,0.9999330621895789
3,31,1333.1736475823375,11,21,0.9577054402322885,0.9821436958680649,0.9967989953004034,0.9998919646535132
4,0,1707.7838555379158,10,21,0.957808858670088,0.9841690148023896,0.9982002044986023,0.9999165858269222
4,1,1395.9338706416456,4,20,0.9917784162401286,0.995991720373507,0.9984996509775709,0.9998428000795262
