src,seq,layer,method,rho,kl,relL2
gsm8k,66,2,b,0.25,0.029788317158818245,0.5009026527404785
gsm8k,66,2,b,0.125,0.05367324501276016,0.6405759453773499
gsm8k,66,2,bp,0.5,0.01547195389866829,0.3666762113571167
gsm8k,66,2,bp,0.25,0.03749660402536392,0.5533661842346191
gsm8k,66,2,bp,0.125,0.05927910655736923,0.6716741919517517
gsm8k,66,2,c,0.5,0.007434642408043146,0.23487138748168945
gsm8k,66,2,c,0.25,0.022564643993973732,0.44785791635513306
gsm8k,66,2,c,0.125,0.04335378110408783,0.594719648361206
gsm8k,66,2,d,0.5,0.004639826714992523,0.17234709858894348
gsm8k,66,2,d,0.25,0.011841229163110256,0.31974759697914124
gsm8k,66,2,d,0.125,0.02198297344148159,0.44861581921577454
gsm8k,66,3,a,0.5,0.0008386251283809543,0.05360165238380432
gsm8k,66,3,a,0.25,0.0037031867541372776,0.12874358892440796
gsm8k,66,3,a,0.125,0.008020138368010521,0.204518660902977
gsm8k,66,3,b,0.5,0.013244452886283398,0.2689729332923889
gsm8k,66,3,b,0.25,0.03636784479022026,0.4558006525039673
gsm8k,66,3,b,0.125,0.07826843857765198,0.6169536709785461
gsm8k,66,3,bp,0.5,0.020718082785606384,0.35355517268180847
gsm8k,66,3,bp,0.25,0.055701181292533875,0.5422471165657043
gsm8k,66,3,bp,0.125,0.10281410068273544,0.6731348037719727
gsm8k,66,3,c,0.5,0.011995449662208557,0.2573992609977722
gsm8k,66,3,c,0.25,0.030479906126856804,0.41798511147499084
gsm8k,66,3,c,0.125,0.06607581675052643,0.5808461904525757
gsm8k,66,3,d,0.5,0.008679642342031002,0.219134122133255
gsm8k,66,3,d,0.25,0.019868463277816772,0.32953912019729614
gsm8k,66,3,d,0.125,0.03653940185904503,0.44673603773117065
gsm8k,66,4,a,0.5,0.000895512814167887,0.06979069858789444
gsm8k,66,4,a,0.25,0.004752130247652531,0.1549583077430725
gsm8k,66,4,a,0.125,0.009614087641239166,0.21847137808799744
gsm8k,66,4,b,0.5,0.015564855188131332,0.3236541450023651
gsm8k,66,4,b,0.25,0.04002321884036064,0.5319413542747498
gsm8k,66,4,b,0.125,0.07221639156341553,0.6807607412338257
gsm8k,66,4,bp,0.5,0.023013340309262276,0.4094391167163849
gsm8k,66,4,bp,0.25,0.052813682705163956,0.602363646030426
gsm8k,66,4,bp,0.125,0.08635684102773666,0.7115704417228699
gsm8k,66,4,c,0.5,0.01286359503865242,0.29931333661079407
gsm8k,66,4,c,0.25,0.031737491488456726,0.4712902903556824
gsm8k,66,4,c,0.125,0.05941527336835861,0.6259440183639526
gsm8k,66,4,d,0.5,0.008375704288482666,0.21286633610725403
gsm8k,66,4,d,0.25,0.017199616879224777,0.32246580719947815
gsm8k,66,4,d,0.125,0.02935863472521305,0.434614360332489
gsm8k,66,5,a,0.5,0.0018395567312836647,0.0889858603477478
gsm8k,66,5,a,0.25,0.006694693583995104,0.16170009970664978
gsm8k,66,5,a,0.125,0.012281322851777077,0.21538275480270386
gsm8k,66,5,b,0.5,0.0191440861672163,0.2779492735862732
gsm8k,66,5,b,0.25,0.051916372030973434,0.46506422758102417
gsm8k,66,5,b,0.125,0.09517789632081985,0.6051215529441833
gsm8k,66,5,bp,0.5,0.02858859859406948,0.35157689452171326
gsm8k,66,5,bp,0.25,0.0678364709019661,0.5323522686958313
gsm8k,66,5,bp,0.125,0.11315740644931793,0.6517130136489868
gsm8k,66,5,c,0.5,0.01648186519742012,0.2528305649757385
gsm8k,66,5,c,0.25,0.04207359999418259,0.4252788722515106
gsm8k,66,5,c,0.125,0.07810889184474945,0.5619795918464661
gsm8k,66,5,d,0.5,0.011881438083946705,0.20913469791412354
gsm8k,66,5,d,0.25,0.024607622995972633,0.31888559460639954
gsm8k,66,5,d,0.125,0.04229634627699852,0.41625267267227173
gsm8k,66,6,a,0.5,0.002939612837508321,0.09703052043914795
gsm8k,66,6,a,0.25,0.009944197721779346,0.1667603850364685
gsm8k,66,6,a,0.125,0.018670333549380302,0.21711651980876923
gsm8k,66,6,b,0.5,0.02241557464003563,0.2502903938293457
gsm8k,66,6,b,0.25,0.0776958018541336,0.4731271266937256
gsm8k,66,6,b,0.125,0.18091988563537598,0.6937493681907654
gsm8k,66,6,bp,0.5,0.04921005293726921,0.3838531970977783
gsm8k,66,6,bp,0.25,0.15283909440040588,0.6561589241027832
gsm8k,66,6,bp,0.125,0.34594234824180603,0.851347029209137
gsm8k,66,6,c,0.5,0.02058105729520321,0.22861792147159576
gsm8k,66,6,c,0.25,0.068752720952034,0.44870421290397644
gsm8k,66,6,c,0.125,0.15867190062999725,0.6588745713233948
gsm8k,66,6,d,0.5,0.016446886584162712,0.19896648824214935
gsm8k,66,6,d,0.25,0.03868338093161583,0.32582029700279236
gsm8k,66,6,d,0.125,0.07568475604057312,0.4831559658050537
gsm8k,66,7,a,0.5,0.003786747343838215,0.1143825352191925
gsm8k,66,7,a,0.25,0.0117775434628129,0.1788519024848938
gsm8k,66,7,a,0.125,0.02042512409389019,0.22797715663909912
gsm8k,66,7,b,0.5,0.026280982419848442,0.29611682891845703
gsm8k,66,7,b,0.25,0.09657196700572968,0.5472561717033386
gsm8k,66,7,b,0.125,0.2158186435699463,0.7345647811889648
gsm8k,66,7,bp,0.5,0.05623060092329979,0.43932846188545227
gsm8k,66,7,bp,0.25,0.18226513266563416,0.7057477831840515
gsm8k,66,7,bp,0.125,0.3627389669418335,0.8297036290168762
gsm8k,66,7,c,0.5,0.024423638358712196,0.2787712514400482
gsm8k,66,7,c,0.25,0.08054429292678833,0.5019293427467346
gsm8k,66,7,c,0.125,0.18700434267520905,0.7097184062004089
gsm8k,66,7,d,0.5,0.01859796606004238,0.22675828635692596
gsm8k,66,7,d,0.25,0.040913403034210205,0.35052335262298584
gsm8k,66,7,d,0.125,0.07797876745462418,0.4922557771205902
gsm8k,66,8,a,0.5,0.004188177641481161,0.1268172264099121
gsm8k,66,8,a,0.25,0.01296447403728962,0.17749963700771332
gsm8k,66,8,a,0.125,0.02480035088956356,0.23103952407836914
gsm8k,66,8,b,0.5,0.03562307730317116,0.33106115460395813
gsm8k,66,8,b,0.25,0.10224680602550507,0.535751461982727
gsm8k,66,8,b,0.125,0.19858302175998688,0.6903764009475708
gsm8k,66,8,bp,0.5,0.05916909500956535,0.4121031165122986
gsm8k,66,8,bp,0.25,0.1613665372133255,0.6330963373184204
gsm8k,66,8,bp,0.125,0.30326253175735474,0.7900222539901733
gsm8k,66,8,c,0.5,0.032157424837350845,0.3135317862033844
gsm8k,66,8,c,0.25,0.08807535469532013,0.4997948706150055
gsm8k,66,8,c,0.125,0.17335808277130127,0.6663201451301575
gsm8k,66,8,d,0.5,0.02222863957285881,0.23690468072891235
gsm8k,66,8,d,0.25,0.0504922941327095,0.36314085125923157
gsm8k,66,8,d,0.125,0.0861937552690506,0.4834960699081421
gsm8k,66,9,a,0.5,0.005877148825675249,0.11051542311906815
gsm8k,66,9,a,0.25,0.016810299828648567,0.17919929325580597
gsm8k,66,9,a,0.125,0.031696513295173645,0.25505363941192627
gsm8k,66,9,b,0.5,0.04686092585325241,0.3560207188129425
gsm8k,66,9,b,0.25,0.1315801590681076,0.5425472259521484
gsm8k,66,9,b,0.125,0.24042914807796478,0.6956790685653687
gsm8k,66,9,bp,0.5,0.07668451219797134,0.43922558426856995
gsm8k,66,9,bp,0.25,0.1873001903295517,0.63742595911026
gsm8k,66,9,bp,0.125,0.335673451423645,0.7803903818130493
gsm8k,66,9,c,0.5,0.03976890817284584,0.31331631541252136
gsm8k,66,9,c,0.25,0.10672551393508911,0.48630985617637634
gsm8k,66,9,c,0.125,0.20472660660743713,0.6456449031829834
gsm8k,66,9,d,0.5,0.029791250824928284,0.25246796011924744
gsm8k,66,9,d,0.25,0.06244521215558052,0.3736153542995453
gsm8k,66,9,d,0.125,0.10329822450876236,0.4802459180355072
gsm8k,66,10,a,0.5,0.005198498722165823,0.09767702221870422
gsm8k,66,10,a,0.25,0.017960505560040474,0.16916435956954956
gsm8k,66,10,a,0.125,0.03386293724179268,0.22699876129627228
gsm8k,66,10,b,0.5,0.06762110441923141,0.4086769223213196
gsm8k,66,10,b,0.25,0.18141043186187744,0.5906006693840027
gsm8k,66,10,b,0.125,0.3130621910095215,0.7088993191719055
gsm8k,66,10,bp,0.5,0.10400304198265076,0.46605437994003296
gsm8k,66,10,bp,0.25,0.24872133135795593,0.6676948070526123
gsm8k,66,10,bp,0.125,0.4355815052986145,0.7975300550460815
gsm8k,66,10,c,0.5,0.05407818406820297,0.35252517461776733
gsm8k,66,10,c,0.25,0.14323389530181885,0.5371932983398438
gsm8k,66,10,c,0.125,0.25259751081466675,0.6588271856307983
gsm8k,66,10,d,0.5,0.03294534236192703,0.23842087388038635
gsm8k,66,10,d,0.25,0.07872214168310165,0.43305012583732605
gsm8k,66,10,d,0.125,0.1320551484823227,0.5507175326347351
gsm8k,66,11,a,0.5,0.0054044597782194614,0.12067808955907822
gsm8k,66,11,a,0.25,0.018076155334711075,0.20158512890338898
gsm8k,66,11,a,0.125,0.035233866423368454,0.26646772027015686
gsm8k,66,11,b,0.5,0.03762856870889664,0.29521825909614563
gsm8k,66,11,b,0.25,0.13132071495056152,0.5250161290168762
gsm8k,66,11,b,0.125,0.2798334062099457,0.6959271430969238
gsm8k,66,11,bp,0.5,0.09769619256258011,0.4654093086719513
gsm8k,66,11,bp,0.25,0.2857724130153656,0.703841507434845
gsm8k,66,11,bp,0.125,0.5551802515983582,0.8451583981513977
gsm8k,66,11,c,0.5,0.032410573214292526,0.27591192722320557
gsm8k,66,11,c,0.25,0.11073701083660126,0.48334774374961853
gsm8k,66,11,c,0.125,0.24106155335903168,0.6624065041542053
gsm8k,66,11,d,0.5,0.02920505777001381,0.2437267005443573
gsm8k,66,11,d,0.25,0.06433475017547607,0.36760812997817993
gsm8k,66,11,d,0.125,0.10700405389070511,0.4592498242855072
gsm8k,66,12,a,0.5,0.00564113212749362,0.09635525941848755
gsm8k,66,12,a,0.25,0.018740352243185043,0.1731666773557663
gsm8k,66,12,a,0.125,0.038201477378606796,0.25027769804000854
gsm8k,66,12,b,0.5,0.05586070939898491,0.3345308005809784
gsm8k,66,12,b,0.25,0.16667956113815308,0.5577973127365112
gsm8k,66,12,b,0.125,0.32353657484054565,0.7277684211730957
gsm8k,66,12,bp,0.5,0.11365754902362823,0.46319904923439026
gsm8k,66,12,bp,0.25,0.3136068284511566,0.7209018468856812
gsm8k,66,12,bp,0.125,0.5276105999946594,0.8472279906272888
gsm8k,66,12,c,0.5,0.05174947902560234,0.3133303225040436
gsm8k,66,12,c,0.25,0.14218156039714813,0.5248666405677795
gsm8k,66,12,c,0.125,0.27385300397872925,0.68004310131073
gsm8k,66,12,d,0.5,0.03633340075612068,0.2367490828037262
gsm8k,66,12,d,0.25,0.08071940392255783,0.38963931798934937
gsm8k,66,12,d,0.125,0.13325262069702148,0.501649796962738
gsm8k,66,13,a,0.5,0.005892267916351557,0.0986691489815712
gsm8k,66,13,a,0.25,0.018179399892687798,0.17378050088882446
gsm8k,66,13,a,0.125,0.038792308419942856,0.2651026248931885
gsm8k,66,13,b,0.5,0.06635486334562302,0.3951953649520874
gsm8k,66,13,b,0.25,0.1765318363904953,0.5919094681739807
gsm8k,66,13,b,0.125,0.3098783791065216,0.7192244529724121
gsm8k,66,13,bp,0.5,0.11217010021209717,0.48100829124450684
gsm8k,66,13,bp,0.25,0.2611050605773926,0.676596999168396
gsm8k,66,13,bp,0.125,0.4342557489871979,0.7937833666801453
gsm8k,66,13,c,0.5,0.056683965027332306,0.35441961884498596
gsm8k,66,13,c,0.25,0.1540234088897705,0.5573855042457581
gsm8k,66,13,c,0.125,0.2727952301502228,0.6911731958389282
gsm8k,66,13,d,0.5,0.03802553564310074,0.25240617990493774
gsm8k,66,13,d,0.25,0.08763939887285233,0.42027246952056885
gsm8k,66,13,d,0.125,0.14078450202941895,0.523865282535553
gsm8k,66,14,a,0.5,0.0070764897391200066,0.11321184039115906
gsm8k,66,14,a,0.25,0.021945513784885406,0.19709748029708862
gsm8k,66,14,a,0.125,0.042232826352119446,0.2726594805717468
gsm8k,66,14,b,0.5,0.06660611927509308,0.34177061915397644
gsm8k,66,14,b,0.25,0.18416884541511536,0.5205127596855164
gsm8k,66,14,b,0.125,0.35503923892974854,0.682529866695404
gsm8k,66,14,bp,0.5,0.13514430820941925,0.46467792987823486
gsm8k,66,14,bp,0.25,0.38430365920066833,0.703844428062439
gsm8k,66,14,bp,0.125,0.6658759117126465,0.8426582217216492
gsm8k,66,14,c,0.5,0.05730818212032318,0.31526413559913635
gsm8k,66,14,c,0.25,0.1553715318441391,0.48077020049095154
gsm8k,66,14,c,0.125,0.30261412262916565,0.636687695980072
gsm8k,66,14,d,0.5,0.043162547051906586,0.2628494203090668
gsm8k,66,14,d,0.25,0.09257591515779495,0.3800094425678253
gsm8k,66,14,d,0.125,0.14581622183322906,0.4679839611053467
gsm8k,66,15,a,0.5,0.008778662420809269,0.13378408551216125
gsm8k,66,15,a,0.25,0.024466121569275856,0.2203877568244934
gsm8k,66,15,a,0.125,0.04367184266448021,0.2973770499229431
gsm8k,66,15,b,0.5,0.06027201563119888,0.36291393637657166
gsm8k,66,15,b,0.25,0.16433747112751007,0.5655394196510315
gsm8k,66,15,b,0.125,0.2810440957546234,0.6962025165557861
gsm8k,66,15,bp,0.5,0.09739334136247635,0.45316287875175476
gsm8k,66,15,bp,0.25,0.22959747910499573,0.6523328423500061
gsm8k,66,15,bp,0.125,0.3949044644832611,0.7744899988174438
gsm8k,66,15,c,0.5,0.05672936886548996,0.3485895097255707
gsm8k,66,15,c,0.25,0.14395536482334137,0.5434135794639587
gsm8k,66,15,c,0.125,0.25074303150177,0.6760016679763794
gsm8k,66,15,d,0.5,0.041702162474393845,0.2819839417934418
gsm8k,66,15,d,0.25,0.08054273575544357,0.410237580537796
gsm8k,66,15,d,0.125,0.12810610234737396,0.5105102062225342
gsm8k,66,16,a,0.5,0.006597396917641163,0.10745877772569656
gsm8k,66,16,a,0.25,0.01952342875301838,0.17788070440292358
gsm8k,66,16,a,0.125,0.03677696734666824,0.2551349699497223
gsm8k,66,16,b,0.5,0.05312797799706459,0.3032971918582916
gsm8k,66,16,b,0.25,0.16466212272644043,0.5036576986312866
gsm8k,66,16,b,0.125,0.318072110414505,0.6698814034461975
gsm8k,66,16,bp,0.5,0.10241979360580444,0.40740305185317993
gsm8k,66,16,bp,0.25,0.28512299060821533,0.651332676410675
gsm8k,66,16,bp,0.125,0.5023045539855957,0.7893219590187073
gsm8k,66,16,c,0.5,0.04459765553474426,0.27602994441986084
gsm8k,66,16,c,0.25,0.14038971066474915,0.47308093309402466
gsm8k,66,16,c,0.125,0.27467554807662964,0.6356731653213501
gsm8k,66,16,d,0.5,0.033826395869255066,0.22702334821224213
gsm8k,66,16,d,0.25,0.07392717897891998,0.36072829365730286
gsm8k,66,16,d,0.125,0.12931425869464874,0.469830185174942
gsm8k,66,17,a,0.5,0.006868927739560604,0.12803474068641663
gsm8k,66,17,a,0.25,0.01814769022166729,0.2042786031961441
gsm8k,66,17,a,0.125,0.03490545600652695,0.2970111072063446
gsm8k,66,17,b,0.5,0.05220206454396248,0.3843618929386139
gsm8k,66,17,b,0.25,0.1506197303533554,0.5694703459739685
gsm8k,66,17,b,0.125,0.2703495919704437,0.7097177505493164
gsm8k,66,17,bp,0.5,0.09106260538101196,0.45339372754096985
gsm8k,66,17,bp,0.25,0.24268576502799988,0.7033463716506958
gsm8k,66,17,bp,0.125,0.40972188115119934,0.8345192074775696
gsm8k,66,17,c,0.5,0.05019618943333626,0.356431782245636
gsm8k,66,17,c,0.25,0.14245404303073883,0.5432078242301941
gsm8k,66,17,c,0.125,0.25148048996925354,0.6869063377380371
gsm8k,66,17,d,0.5,0.0328168049454689,0.274340957403183
gsm8k,66,17,d,0.25,0.07184773683547974,0.43343842029571533
gsm8k,66,17,d,0.125,0.11726751178503036,0.5309595465660095
gsm8k,66,18,a,0.5,0.008893590420484543,0.14808139204978943
gsm8k,66,18,a,0.25,0.02083870768547058,0.23124752938747406
gsm8k,66,18,a,0.125,0.03968118876218796,0.3548557460308075
gsm8k,66,18,b,0.5,0.048295240849256516,0.39466965198516846
gsm8k,66,18,b,0.25,0.13039681315422058,0.6021285653114319
gsm8k,66,18,b,0.125,0.2098756581544876,0.7141388058662415
gsm8k,66,18,bp,0.5,0.07229575514793396,0.47203540802001953
gsm8k,66,18,bp,0.25,0.17524553835391998,0.670222818851471
gsm8k,66,18,bp,0.125,0.30926021933555603,0.8089511394500732
gsm8k,66,18,c,0.5,0.041783351451158524,0.35728639364242554
gsm8k,66,18,c,0.25,0.11254872381687164,0.5719262957572937
gsm8k,66,18,c,0.125,0.1869242787361145,0.6787979006767273
gsm8k,66,18,d,0.5,0.0321454294025898,0.2793624997138977
gsm8k,66,18,d,0.25,0.06944981962442398,0.4663080871105194
gsm8k,66,18,d,0.125,0.10794924944639206,0.5721861720085144
gsm8k,66,19,a,0.5,0.006846417672932148,0.14663493633270264
gsm8k,66,19,a,0.25,0.01677018776535988,0.21272429823875427
gsm8k,66,19,a,0.125,0.03169235214591026,0.3078184723854065
gsm8k,66,19,b,0.5,0.04432610049843788,0.3792087137699127
gsm8k,66,19,b,0.25,0.12765859067440033,0.5893373489379883
gsm8k,66,19,b,0.125,0.22737807035446167,0.7273446321487427
gsm8k,66,19,bp,0.5,0.07797674089670181,0.4768138825893402
gsm8k,66,19,bp,0.25,0.200667604804039,0.7032451033592224
gsm8k,66,19,bp,0.125,0.3215671479701996,0.8130115866661072
gsm8k,66,19,c,0.5,0.041493676602840424,0.3610538840293884
gsm8k,66,19,c,0.25,0.1134752705693245,0.5598393678665161
gsm8k,66,19,c,0.125,0.2010071575641632,0.6940016150474548
gsm8k,66,19,d,0.5,0.030781157314777374,0.29965293407440186
gsm8k,66,19,d,0.25,0.06416141986846924,0.44086915254592896
gsm8k,66,19,d,0.125,0.10619410872459412,0.5468868017196655
gsm8k,66,20,a,0.5,0.006644973531365395,0.11771966516971588
gsm8k,66,20,a,0.25,0.016300296410918236,0.17833951115608215
gsm8k,66,20,a,0.125,0.028669627383351326,0.2503089904785156
gsm8k,66,20,b,0.5,0.034538865089416504,0.2992016673088074
gsm8k,66,20,b,0.25,0.10077718645334244,0.47197505831718445
gsm8k,66,20,b,0.125,0.17547737061977386,0.6186053156852722
gsm8k,66,20,bp,0.5,0.06661367416381836,0.4087381660938263
gsm8k,66,20,bp,0.25,0.15601767599582672,0.601118266582489
gsm8k,66,20,bp,0.125,0.26463016867637634,0.7226787209510803
gsm8k,66,20,c,0.5,0.03137490525841713,0.27930697798728943
gsm8k,66,20,c,0.25,0.09040924161672592,0.4423303008079529
gsm8k,66,20,c,0.125,0.1570708155632019,0.5803917646408081
gsm8k,66,20,d,0.5,0.02779553085565567,0.23730558156967163
gsm8k,66,20,d,0.25,0.05472925677895546,0.3553021550178528
gsm8k,66,20,d,0.125,0.08442047983407974,0.4273766577243805
gsm8k,66,21,a,0.5,0.005162825342267752,0.1200278252363205
gsm8k,66,21,a,0.25,0.013587797060608864,0.2115977704524994
gsm8k,66,21,a,0.125,0.028426188975572586,0.34157851338386536
gsm8k,66,21,b,0.5,0.027866054326295853,0.34237366914749146
gsm8k,66,21,b,0.25,0.09277208149433136,0.5765724182128906
gsm8k,66,21,b,0.125,0.15404652059078217,0.7014782428741455
gsm8k,66,21,bp,0.5,0.05315672233700752,0.45387089252471924
gsm8k,66,21,bp,0.25,0.1358240842819214,0.6798200011253357
gsm8k,66,21,bp,0.125,0.22865630686283112,0.8115052580833435
gsm8k,66,21,c,0.5,0.027631446719169617,0.32578733563423157
gsm8k,66,21,c,0.25,0.0909198597073555,0.5856984853744507
gsm8k,66,21,c,0.125,0.14792487025260925,0.7021634578704834
gsm8k,66,21,d,0.5,0.0229949951171875,0.26958104968070984
gsm8k,66,21,d,0.25,0.05533039569854736,0.47483208775520325
gsm8k,66,21,d,0.125,0.08832978457212448,0.5701361298561096
gsm8k,66,22,a,0.5,0.01020075660198927,0.16473470628261566
gsm8k,66,22,a,0.25,0.02228184975683689,0.23619107902050018
gsm8k,66,22,a,0.125,0.04059550166130066,0.3334484100341797
gsm8k,66,22,b,0.5,0.05158792808651924,0.4227542579174042
gsm8k,66,22,b,0.25,0.13628432154655457,0.6434134840965271
gsm8k,66,22,b,0.125,0.2225126326084137,0.7751780152320862
gsm8k,66,22,bp,0.5,0.08882001042366028,0.550510823726654
gsm8k,66,22,bp,0.25,0.19155369699001312,0.7497585415840149
gsm8k,66,22,bp,0.125,0.2738683819770813,0.828130304813385
gsm8k,66,22,c,0.5,0.05038894712924957,0.4287050664424896
gsm8k,66,22,c,0.25,0.1299571394920349,0.632901132106781
gsm8k,66,22,c,0.125,0.20076851546764374,0.7362204194068909
gsm8k,66,22,d,0.5,0.04009977728128433,0.3229891061782837
gsm8k,66,22,d,0.25,0.07486328482627869,0.4623340666294098
gsm8k,66,22,d,0.125,0.11861461400985718,0.5736199021339417
gsm8k,66,23,a,0.5,0.008636478334665298,0.15489712357521057
gsm8k,66,23,a,0.25,0.019664011895656586,0.2330983728170395
gsm8k,66,23,a,0.125,0.036646828055381775,0.35679391026496887
gsm8k,66,23,b,0.5,0.04190632328391075,0.41771331429481506
gsm8k,66,23,b,0.25,0.0984797328710556,0.5980193018913269
gsm8k,66,23,b,0.125,0.1644882708787918,0.7253285646438599
gsm8k,66,23,bp,0.5,0.051007870584726334,0.4309862554073334
gsm8k,66,23,bp,0.25,0.12763141095638275,0.6470009088516235
gsm8k,66,23,bp,0.125,0.20632518827915192,0.7714049220085144
gsm8k,66,23,c,0.5,0.040408290922641754,0.39608705043792725
gsm8k,66,23,c,0.25,0.0954662337899208,0.5868108868598938
gsm8k,66,23,c,0.125,0.15063218772411346,0.6970278024673462
gsm8k,66,23,d,0.5,0.03137524798512459,0.30769309401512146
gsm8k,66,23,d,0.25,0.06684332340955734,0.5020943880081177
gsm8k,66,23,d,0.125,0.10083087533712387,0.6054809093475342
gsm8k,66,24,a,0.5,0.0072661456651985645,0.11854350566864014
gsm8k,66,24,a,0.25,0.019377712160348892,0.20455196499824524
gsm8k,66,24,a,0.125,0.035270605236291885,0.29413196444511414
gsm8k,66,24,b,0.5,0.045424193143844604,0.37263479828834534
gsm8k,66,24,b,0.25,0.10651784390211105,0.4972553551197052
gsm8k,66,24,b,0.125,0.16754081845283508,0.6050018072128296
gsm8k,66,24,bp,0.5,0.06972430646419525,0.4457540214061737
gsm8k,66,24,bp,0.25,0.15160681307315826,0.6123467087745667
gsm8k,66,24,bp,0.125,0.25566715002059937,0.724937379360199
gsm8k,66,24,c,0.5,0.039544977247714996,0.3484669327735901
gsm8k,66,24,c,0.25,0.09424896538257599,0.47346606850624084
gsm8k,66,24,c,0.125,0.15364675223827362,0.5734543800354004
gsm8k,66,24,d,0.5,0.0315876379609108,0.28365853428840637
gsm8k,66,24,d,0.25,0.06489724665880203,0.41729381680488586
gsm8k,66,24,d,0.125,0.09424376487731934,0.4784615635871887
gsm8k,66,25,a,0.5,0.01252037100493908,0.1730954498052597
gsm8k,66,25,a,0.25,0.028950177133083344,0.28958237171173096
gsm8k,66,25,a,0.125,0.04914393275976181,0.40565329790115356
gsm8k,66,25,b,0.5,0.04025804251432419,0.3659617304801941
gsm8k,66,25,b,0.25,0.1129080206155777,0.6342737078666687
gsm8k,66,25,b,0.125,0.20237235724925995,0.7900805473327637
gsm8k,66,25,bp,0.5,0.08242775499820709,0.5813025236129761
gsm8k,66,25,bp,0.25,0.19044777750968933,0.7853307723999023
gsm8k,66,25,bp,0.125,0.3007643222808838,0.868041455745697
gsm8k,66,25,c,0.5,0.04773877561092377,0.42718103528022766
gsm8k,66,25,c,0.25,0.11098778247833252,0.6196684241294861
gsm8k,66,25,c,0.125,0.17505542933940887,0.7403407692909241
gsm8k,66,25,d,0.5,0.05106780305504799,0.43373531103134155
gsm8k,66,25,d,0.25,0.08759138733148575,0.5743651986122131
gsm8k,66,25,d,0.125,0.12113441526889801,0.6573294997215271
gsm8k,66,26,a,0.5,0.011527035385370255,0.1329868733882904
gsm8k,66,26,a,0.25,0.025748753920197487,0.20751693844795227
gsm8k,66,26,a,0.125,0.04333243519067764,0.28606295585632324
gsm8k,66,26,b,0.5,0.045168280601501465,0.30665120482444763
gsm8k,66,26,b,0.25,0.1104653999209404,0.44444283843040466
gsm8k,66,26,b,0.125,0.19366595149040222,0.5705363154411316
gsm8k,66,26,bp,0.5,0.0775795727968216,0.38928836584091187
gsm8k,66,26,bp,0.25,0.1684120148420334,0.5431185960769653
gsm8k,66,26,bp,0.125,0.26249945163726807,0.6556572914123535
gsm8k,66,26,c,0.5,0.04215099662542343,0.2964835464954376
gsm8k,66,26,c,0.25,0.10541961342096329,0.44979894161224365
gsm8k,66,26,c,0.125,0.17227406799793243,0.5417420864105225
gsm8k,66,26,d,0.5,0.03953450173139572,0.2676890194416046
gsm8k,66,26,d,0.25,0.07076007127761841,0.36968135833740234
gsm8k,66,26,d,0.125,0.10091250389814377,0.43908315896987915
gsm8k,66,27,a,0.5,0.011042763479053974,0.17732469737529755
gsm8k,66,27,a,0.25,0.02311921864748001,0.26044899225234985
gsm8k,66,27,a,0.125,0.039453718811273575,0.38062670826911926
gsm8k,66,27,b,0.5,0.04064807668328285,0.454184889793396
gsm8k,66,27,b,0.25,0.09142086654901505,0.6169428825378418
gsm8k,66,27,b,0.125,0.13865764439105988,0.7133617997169495
gsm8k,66,27,bp,0.5,0.048423729836940765,0.44279322028160095
gsm8k,66,27,bp,0.25,0.10183782875537872,0.6349218487739563
gsm8k,66,27,bp,0.125,0.15458141267299652,0.7548596262931824
gsm8k,66,27,c,0.5,0.04073140770196915,0.4483228325843811
gsm8k,66,27,c,0.25,0.08602594584226608,0.6108594536781311
gsm8k,66,27,c,0.125,0.12760475277900696,0.6897468566894531
gsm8k,66,27,d,0.5,0.040467023849487305,0.4123608469963074
gsm8k,66,27,d,0.25,0.06945100426673889,0.5559713244438171
gsm8k,66,27,d,0.125,0.09684921056032181,0.639412522315979
gsm8k,66,28,a,0.5,0.011765638366341591,0.1341886818408966
gsm8k,66,28,a,0.25,0.025369010865688324,0.20719587802886963
gsm8k,66,28,a,0.125,0.0421314500272274,0.3002986013889313
gsm8k,66,28,b,0.5,0.040737953037023544,0.3195822536945343
gsm8k,66,28,b,0.25,0.1004103273153305,0.5003052353858948
gsm8k,66,28,b,0.125,0.1520983874797821,0.6039361953735352
gsm8k,66,28,bp,0.5,0.06516950577497482,0.37906521558761597
gsm8k,66,28,bp,0.25,0.12015022337436676,0.529254138469696
gsm8k,66,28,bp,0.125,0.19799533486366272,0.6755579710006714
gsm8k,66,28,c,0.5,0.043183572590351105,0.32776281237602234
gsm8k,66,28,c,0.25,0.09598042815923691,0.4893187880516052
gsm8k,66,28,c,0.125,0.15053261816501617,0.5993471145629883
gsm8k,66,28,d,0.5,0.0400305837392807,0.30320072174072266
gsm8k,66,28,d,0.25,0.06946438550949097,0.42302170395851135
gsm8k,66,28,d,0.125,0.09984748065471649,0.5223912596702576
gsm8k,66,29,a,0.5,0.008450579829514027,0.10067108273506165
gsm8k,66,29,a,0.25,0.022508932277560234,0.16656842827796936
gsm8k,66,29,a,0.125,0.04230000078678131,0.24805611371994019
gsm8k,66,29,b,0.5,0.05375944823026657,0.33179372549057007
gsm8k,66,29,b,0.25,0.1299351006746292,0.4608575701713562
gsm8k,66,29,b,0.125,0.2171497344970703,0.5704027414321899
gsm8k,66,29,bp,0.5,0.09386678040027618,0.40533292293548584
gsm8k,66,29,bp,0.25,0.19193637371063232,0.5449748635292053
